"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30130","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","14264","0","bitodesktop",,"01/09/2025 09:17:06 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T03:03:12Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30129","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","19948","0","bitodesktop",,"01/09/2025 09:03:12 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30128","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","19948","0","bitodesktop",,"01/09/2025 09:02:41 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T02:51:29Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30127","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:51:29 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software complet? la comprobaci?n del estado de licencias.
Id. de aplicaci?n=0ff1ce15-a989-479d-af46-f275c6370663
Estado de licencias=
1: 3ad61e22-e4fe-497f-bdb1-3e51bd872173, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]

","1003","0","16384","4","0","0","36028797018963968","30126","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software complet? la comprobaci?n del estado de licencias.
Id. de aplicaci?n=0ff1ce15-a989-479d-af46-f275c6370663
Estado de licencias=
1: d7279dd0-e175-49fe-a623-8fc2fc00afc4, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]

","1003","0","16384","4","0","0","36028797018963968","30125","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software complet? la comprobaci?n del estado de licencias.
Id. de aplicaci?n=0ff1ce15-a989-479d-af46-f275c6370663
Estado de licencias=
1: 3ad61e22-e4fe-497f-bdb1-3e51bd872173, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]

","1003","0","16384","4","0","0","36028797018963968","30124","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software complet? la comprobaci?n del estado de licencias.
Id. de aplicaci?n=0ff1ce15-a989-479d-af46-f275c6370663
Estado de licencias=
1: 436366de-5579-4f24-96db-3893e4400030, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])]

","1003","0","16384","4","0","0","36028797018963968","30123","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software complet? la comprobaci?n del estado de licencias.
Id. de aplicaci?n=0ff1ce15-a989-479d-af46-f275c6370663
Estado de licencias=
1: 149dbce7-a48e-44db-8364-a53386cd4580, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 24fc428e-a37e-4996-ac66-8ea0304a152d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 26b6a7ce-b174-40aa-a114-316aa56ba9fc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 28f64a3f-cf84-46da-b1e8-2dfa7750e491, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 35ec6e0e-2df4-4629-9ee3-d525e806b988, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ad61e22-e4fe-497f-bdb1-3e51bd872173, 1, 0 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]
7: 436366de-5579-4f24-96db-3893e4400030, 1, 0 [(0 )(1 )(2 )(3 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])]
8: 46d2c0bd-f912-4ddc-8e67-b90eadc3f83c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 4c1d1588-3088-4796-b3b2-8935f3a0d886, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 52287aa3-9945-44d1-9046-7a3373666821, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 537ea5b5-7d50-4876-bd38-a53a77caca32, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 6e5db8a5-78e6-4953-b793-7422351afe88, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 77f47589-2212-4e3b-ad27-a900ce813837, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: 7984d9ed-81f9-4d50-913d-317ecd863065, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: 7ab38a1c-a803-4ca5-8ebb-f8786c4b4faa, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: 86af9220-9d6f-4575-bef0-619a9a6aa005, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: 951c0fe6-40a8-4400-8003-eec0686ffbc4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
18: 95820f84-6e8c-4d22-b2ce-54953e9911bc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
19: 96353198-443e-479d-9e80-9a6d72fd1a99, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
20: a8119e32-b17c-4bd3-8950-7d1853f4b412, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
21: a96f8dae-da54-4fad-bdc6-108da592707a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
22: ae9d158f-9450-4a0c-8c80-dd973c58357c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
23: b27b3d00-9a95-4fcd-a0c2-118cbd5e699b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
24: b4af11be-5f94-4d8f-9844-ce0d5e0d8680, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
25: b58a5943-16ea-420f-a611-7b230acd762c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
26: b6b47040-b38e-4be2-bf6a-dabf0c41540a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
27: c85fe025-b033-4f41-936b-b121521ba1c1, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
28: cbecb6f5-da49-4029-be25-5945ac9750b3, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
29: d7279dd0-e175-49fe-a623-8fc2fc00afc4, 1, 0 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]
30: dfc5a8b0-e9fd-43f7-b4ca-d63f1e749711, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
31: e3dacc06-3bc2-4e13-8e59-8e05f3232325, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
32: e538d623-c066-433d-a6b7-e0708b1fadf7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
33: fb3540bc-a824-4c79-83da-6f6bd3ac6ccb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
34: ff02e86c-fef0-4063-b39f-74275cddd7c3, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","1003","0","16384","4","0","0","36028797018963968","30122","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30121","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","18036","0","bitodesktop",,"01/09/2025 08:50:57 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
".NET Runtime version 4.0.30319.0 - Error al inicializar la infraestructura de asociaci?n de la API de generaci?n de perfiles. Este proceso no permitir? que se asocie un generador de perfiles. HRESULT: 0x80004005.  Id. de proceso (decimal): 15172. Id. de mensaje: [0x2509].","1022","0","0","2","0","0","36028797018963968","30120",".NET Runtime",,"Application","15172","0","bitodesktop",,"01/09/2025 08:47:44 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"[3572:18792:0901/204703.143:INFO:chrome\browser\extensions\extension_garbage_collector.cc:184] Garbage collection for extensions on file thread is complete.","256","0","32768","4","1","0","36028797018963968","30119","Edge",,"Application","3572","0","bitodesktop","S-1-5-21-1138798414-672501698-1148666018-1001","01/09/2025 08:47:03 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,"Browser Events","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T02:43:08Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30118","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","9308","0","bitodesktop",,"01/09/2025 08:43:08 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30117","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","9308","0","bitodesktop",,"01/09/2025 08:42:38 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T02:37:03Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30116","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","7180","0","bitodesktop",,"01/09/2025 08:37:03 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30115","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","7180","0","bitodesktop",,"01/09/2025 08:36:31 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","15","0","0","4","0","0","36028797018963968","30114","SecurityCenter",,"Application","5848","0","bitodesktop",,"01/09/2025 08:23:02 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","15","0","0","4","0","0","36028797018963968","30113","SecurityCenter",,"Application","5848","0","bitodesktop",,"01/09/2025 08:23:00 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T01:41:37Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30112","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","16512","0","bitodesktop",,"01/09/2025 07:41:37 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","15","0","0","4","0","0","36028797018963968","30111","SecurityCenter",,"Application","5848","0","bitodesktop",,"01/09/2025 07:41:28 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30110","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","16512","0","bitodesktop",,"01/09/2025 07:41:03 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T01:40:42Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30109","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","14408","0","bitodesktop",,"01/09/2025 07:40:42 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30108","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","14408","0","bitodesktop",,"01/09/2025 07:40:10 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"[12708:6472:0901/193207.521:INFO:chrome\browser\extensions\extension_garbage_collector.cc:184] Garbage collection for extensions on file thread is complete.","256","0","32768","4","1","0","36028797018963968","30107","Edge",,"Application","12708","0","bitodesktop","S-1-5-21-1138798414-672501698-1148666018-1001","01/09/2025 07:32:07 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,"Browser Events","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T01:31:06Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30106","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","9528","0","bitodesktop",,"01/09/2025 07:31:06 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30105","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","9528","0","bitodesktop",,"01/09/2025 07:30:24 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T01:30:15Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30104","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","19484","0","bitodesktop",,"01/09/2025 07:30:15 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"La migraci?n de nivel inferior sin conexi?n se realiz? correctamente.","16394","0","49152","4","0","0","36028797018963968","30103","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","19484","0","bitodesktop",,"01/09/2025 07:29:45 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
,"0","0","0","4","0","0","36028797018963968","30102","brave",,"Application","14392","0","bitodesktop",,"01/09/2025 07:25:23 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark",,,,,"System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio de protecci?n de software se program? correctamente para reiniciarse a las 2125-08-09T01:24:55Z. Motivo: RulesEngine.","16384","0","16384","4","0","0","36028797018963968","30101","Microsoft-Windows-Security-SPP","e23b33b0-c8c9-472c-a5f9-f2bdfea0f156","Application","5952","0","bitodesktop",,"01/09/2025 07:24:55 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Service stopped.","0","0","0","4","0","0","36028797018963968","30100","edgeupdate",,"Application","15492","0","bitodesktop",,"01/09/2025 07:24:46 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificaci?n.","6000","0","32768","4","0","0","36028797018963968","30099","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","Application","20096","0","bitodesktop",,"01/09/2025 07:24:22 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio ha controlado PowerEvent correctamente.","0","0","0","4","0","0","36028797018963968","30098","HP Comm Recovery",,"Application","5628","0","bitodesktop",,"01/09/2025 07:24:22 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio ha controlado PowerEvent correctamente.","0","0","0","4","0","0","36028797018963968","30097","HP Comm Recovery",,"Application","5628","0","bitodesktop",,"01/09/2025 07:24:21 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificaci?n cr?tico.","6003","0","32768","4","0","0","36028797018963968","30096","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","Application","20096","0","bitodesktop",,"01/09/2025 07:24:21 p. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El servicio ha controlado PowerEvent correctamente.","0","0","0","4","0","0","36028797018963968","30095","HP Comm Recovery",,"Application","5628","0","bitodesktop",,"01/09/2025 06:18:54 a. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n","Informaci?n","Ninguna","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"El suscriptor de notificaciones winlogon <SessionEnv> no estaba disponible para controlar un evento de notificaci?n.","6000","0","32768","4","0","0","36028797018963968","30094","Microsoft-Windows-Winlogon","dbe9b383-7cf3-4331-91cc-a3cb16a3b538","Application","19556","0","bitodesktop",,"01/09/2025 06:18:54 a. m.",,,"Application","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Informaci?n",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
